SiteVisit_ID,sDate,SITEID,Project,Notes,FishSampleType,FI_Shocker_Voltage,DateAdded,AddedBy,LastEdit_by,LastEdit_date,SiteVisit_ID_Legacy,SiteVisit_ID_New
1990-07-30_F_3F143,1990-07-30 00:00:00,3F143,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-07-30-3F143,1990-07-30_F_3F143
1990-08-01_F_3F126,1990-08-01 00:00:00,3F126,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-01-3F126,1990-08-01_F_3F126
1990-08-01_F_3F144,1990-08-01 00:00:00,3F144,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-01-3F144,1990-08-01_F_3F144
1990-08-02_F_3F127,1990-08-02 00:00:00,3F127,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-02-3F127,1990-08-02_F_3F127
1990-08-02_F_3F128,1990-08-02 00:00:00,3F128,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-02-3F128,1990-08-02_F_3F128
1990-08-07_F_2F113_1,1990-08-07 00:00:00,2F113_1,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-07-2F113_1,1990-08-07_F_2F113_1
1990-08-07_F_2F114,1990-08-07 00:00:00,2F114,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-07-2F114,1990-08-07_F_2F114
1990-08-07_F_2F115,1990-08-07 00:00:00,2F115,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-07-2F115,1990-08-07_F_2F115
1990-08-13_F_2F094,1990-08-13 00:00:00,2F094,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-13-2F094,1990-08-13_F_2F094
1990-08-13_F_2F095,1990-08-13 00:00:00,2F095,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-13-2F095,1990-08-13_F_2F095
1990-08-13_F_2F096,1990-08-13 00:00:00,2F096,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-13-2F096,1990-08-13_F_2F096
1990-08-13_F_2F131,1990-08-13 00:00:00,2F131,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-13-2F131,1990-08-13_F_2F131
1990-08-13_F_2F140,1990-08-13 00:00:00,2F140,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-13-2F140,1990-08-13_F_2F140
1990-08-14_F_2F130,1990-08-14 00:00:00,2F130,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-14-2F130,1990-08-14_F_2F130
1990-08-15_F_2F029,1990-08-15 00:00:00,2F029,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-15-2F029,1990-08-15_F_2F029
1990-08-15_F_2F129,1990-08-15 00:00:00,2F129,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-15-2F129,1990-08-15_F_2F129
1990-08-16_F_2F110,1990-08-16 00:00:00,2F110,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-16-2F110,1990-08-16_F_2F110
1990-08-16_F_2F111,1990-08-16 00:00:00,2F111,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-16-2F111,1990-08-16_F_2F111
1990-08-16_F_2F112,1990-08-16 00:00:00,2F112,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-16-2F112,1990-08-16_F_2F112
1990-08-20_F_2F119,1990-08-20 00:00:00,2F119,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-20-2F119,1990-08-20_F_2F119
1990-08-20_F_2F120,1990-08-20 00:00:00,2F120,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-20-2F120,1990-08-20_F_2F120
1990-08-20_F_2F121,1990-08-20 00:00:00,2F121,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-20-2F121,1990-08-20_F_2F121
1990-08-21_F_1F132,1990-08-21 00:00:00,1F132,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-21-1F132,1990-08-21_F_1F132
1990-08-21_F_2F122,1990-08-21 00:00:00,2F122,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-21-2F122,1990-08-21_F_2F122
1990-08-27_F_1F117,1990-08-27 00:00:00,1F117,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-27-1F117,1990-08-27_F_1F117
1990-08-27_F_1F118,1990-08-27 00:00:00,1F118,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-27-1F118,1990-08-27_F_1F118
1990-08-28_F_1F008,1990-08-28 00:00:00,1F008,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-28-1F008,1990-08-28_F_1F008
1990-08-28_F_1F116,1990-08-28 00:00:00,1F116,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-28-1F116,1990-08-28_F_1F116
1990-08-29_F_1F001,1990-08-29 00:00:00,1F001,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-29-1F001,1990-08-29_F_1F001
1990-08-29_F_1F006,1990-08-29 00:00:00,1F006,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-29-1F006,1990-08-29_F_1F006
1990-08-29_F_1F007,1990-08-29 00:00:00,1F007,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-29-1F007,1990-08-29_F_1F007
1990-08-30_F_1F133,1990-08-30 00:00:00,1F133,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-08-30-1F133,1990-08-30_F_1F133
1990-09-04_F_2F064,1990-09-04 00:00:00,2F064,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-09-04-2F064,1990-09-04_F_2F064
1990-09-04_F_2F065,1990-09-04 00:00:00,2F065,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-09-04-2F065,1990-09-04_F_2F065
1990-09-05_F_2F062,1990-09-05 00:00:00,2F062,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1990-09-05-2F062,1990-09-05_F_2F062
1991-06-09_F_2F047,1991-06-09 00:00:00,2F047,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-09-2F047,1991-06-09_F_2F047
1991-06-09_F_2F048,1991-06-09 00:00:00,2F048,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-09-2F048,1991-06-09_F_2F048
1991-06-17_F_3F041,1991-06-17 00:00:00,3F041,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-17-3F041,1991-06-17_F_3F041
1991-06-17_F_3F042,1991-06-17 00:00:00,3F042,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-17-3F042,1991-06-17_F_3F042
1991-06-17_F_3F043,1991-06-17 00:00:00,3F043,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-17-3F043,1991-06-17_F_3F043
1991-06-19_F_2F063,1991-06-19 00:00:00,2F063,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-19-2F063,1991-06-19_F_2F063
1991-06-21_F_3F079,1991-06-21 00:00:00,3F079,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-21-3F079,1991-06-21_F_3F079
1991-06-21_F_3F080,1991-06-21 00:00:00,3F080,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-21-3F080,1991-06-21_F_3F080
1991-06-24_F_3F044,1991-06-24 00:00:00,3F044,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-24-3F044,1991-06-24_F_3F044
1991-06-24_F_3F078,1991-06-24 00:00:00,3F078,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-24-3F078,1991-06-24_F_3F078
1991-06-24_F_3F085,1991-06-24 00:00:00,3F085,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-24-3F085,1991-06-24_F_3F085
1991-06-25_F_3F045,1991-06-25 00:00:00,3F045,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-25-3F045,1991-06-25_F_3F045
1991-06-25_F_3F084,1991-06-25 00:00:00,3F084,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-25-3F084,1991-06-25_F_3F084
1991-06-27_F_3F046,1991-06-27 00:00:00,3F046,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-06-27-3F046,1991-06-27_F_3F046
1991-07-01_F_3F086,1991-07-01 00:00:00,3F086,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-01-3F086,1991-07-01_F_3F086
1991-07-01_F_3F087,1991-07-01 00:00:00,3F087,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-01-3F087,1991-07-01_F_3F087
1991-07-02_F_3F018,1991-07-02 00:00:00,3F018,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-02-3F018,1991-07-02_F_3F018
1991-07-03_F_3F019,1991-07-03 00:00:00,3F019,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-03-3F019,1991-07-03_F_3F019
1991-07-03_F_3F020,1991-07-03 00:00:00,3F020,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-03-3F020,1991-07-03_F_3F020
1991-07-08_F_2F069,1991-07-08 00:00:00,2F069,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-08-2F069,1991-07-08_F_2F069
1991-07-10_F_2F074,1991-07-10 00:00:00,2F074,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-10-2F074,1991-07-10_F_2F074
1991-07-11_F_2F072_1,1991-07-11 00:00:00,2F072_1,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-11-2F072_1,1991-07-11_F_2F072_1
1991-07-11_F_2F073,1991-07-11 00:00:00,2F073,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-11-2F073,1991-07-11_F_2F073
1991-07-12_F_2F075,1991-07-12 00:00:00,2F075,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-12-2F075,1991-07-12_F_2F075
1991-07-12_F_2F076,1991-07-12 00:00:00,2F076,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-12-2F076,1991-07-12_F_2F076
1991-07-17_F_2F035,1991-07-17 00:00:00,2F035,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-17-2F035,1991-07-17_F_2F035
1991-07-17_F_2F036,1991-07-17 00:00:00,2F036,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-17-2F036,1991-07-17_F_2F036
1991-07-17_F_2F037,1991-07-17 00:00:00,2F037,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-17-2F037,1991-07-17_F_2F037
1991-07-17_F_2F093,1991-07-17 00:00:00,2F093,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-17-2F093,1991-07-17_F_2F093
1991-07-17_F_2F134,1991-07-17 00:00:00,2F134,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-17-2F134,1991-07-17_F_2F134
1991-07-18_F_2F092,1991-07-18 00:00:00,2F092,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-18-2F092,1991-07-18_F_2F092
1991-07-18_F_2F135,1991-07-18 00:00:00,2F135,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-18-2F135,1991-07-18_F_2F135
1991-07-22_F_2F091,1991-07-22 00:00:00,2F091,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-22-2F091,1991-07-22_F_2F091
1991-07-23_F_2F015,1991-07-23 00:00:00,2F015,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-23-2F015,1991-07-23_F_2F015
1991-07-23_F_2F136,1991-07-23 00:00:00,2F136,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-23-2F136,1991-07-23_F_2F136
1991-07-24_F_2F016,1991-07-24 00:00:00,2F016,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-24-2F016,1991-07-24_F_2F016
1991-07-24_F_2F017,1991-07-24 00:00:00,2F017,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-24-2F017,1991-07-24_F_2F017
1991-07-25_F_2F062,1991-07-25 00:00:00,2F062,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-25-2F062,1991-07-25_F_2F062
1991-07-29_F_2F054,1991-07-29 00:00:00,2F054,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-29-2F054,1991-07-29_F_2F054
1991-07-29_F_2F055,1991-07-29 00:00:00,2F055,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-29-2F055,1991-07-29_F_2F055
1991-07-30_F_2F064,1991-07-30 00:00:00,2F064,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-30-2F064,1991-07-30_F_2F064
1991-07-30_F_2F065,1991-07-30 00:00:00,2F065,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-30-2F065,1991-07-30_F_2F065
1991-07-31_F_2F009,1991-07-31 00:00:00,2F009,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-31-2F009,1991-07-31_F_2F009
1991-07-31_F_2F010,1991-07-31 00:00:00,2F010,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-31-2F010,1991-07-31_F_2F010
1991-07-31_F_2F011,1991-07-31 00:00:00,2F011,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-07-31-2F011,1991-07-31_F_2F011
1991-08-01_F_2F032,1991-08-01 00:00:00,2F032,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-01-2F032,1991-08-01_F_2F032
1991-08-01_F_2F033,1991-08-01 00:00:00,2F033,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-01-2F033,1991-08-01_F_2F033
1991-08-01_F_2F034,1991-08-01 00:00:00,2F034,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-01-2F034,1991-08-01_F_2F034
1991-08-06_F_2F038,1991-08-06 00:00:00,2F038,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-06-2F038,1991-08-06_F_2F038
1991-08-06_F_2F039,1991-08-06 00:00:00,2F039,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-06-2F039,1991-08-06_F_2F039
1991-08-07_F_2F040,1991-08-07 00:00:00,2F040,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-07-2F040,1991-08-07_F_2F040
1991-08-07_F_2F049,1991-08-07 00:00:00,2F049,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-07-2F049,1991-08-07_F_2F049
1991-08-07_F_2F050,1991-08-07 00:00:00,2F050,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-07-2F050,1991-08-07_F_2F050
1991-08-08_F_2F052,1991-08-08 00:00:00,2F052,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-08-2F052,1991-08-08_F_2F052
1991-08-08_F_2F071,1991-08-08 00:00:00,2F071,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-08-2F071,1991-08-08_F_2F071
1991-08-08_F_2F089,1991-08-08 00:00:00,2F089,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-08-2F089,1991-08-08_F_2F089
1991-08-12_F_2F053,1991-08-12 00:00:00,2F053,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-12-2F053,1991-08-12_F_2F053
1991-08-12_F_2F090,1991-08-12 00:00:00,2F090,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-12-2F090,1991-08-12_F_2F090
1991-08-13_F_1F030,1991-08-13 00:00:00,1F030,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-13-1F030,1991-08-13_F_1F030
1991-08-13_F_1F031,1991-08-13 00:00:00,1F031,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-13-1F031,1991-08-13_F_1F031
1991-08-13_F_2F139,1991-08-13 00:00:00,2F139,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-13-2F139,1991-08-13_F_2F139
1991-08-14_F_1F003_1,1991-08-14 00:00:00,1F003_1,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-14-1F003_1,1991-08-14_F_1F003_1
1991-08-14_F_1F004,1991-08-14 00:00:00,1F004,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-14-1F004,1991-08-14_F_1F004
1991-08-14_F_2F067,1991-08-14 00:00:00,2F067,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-14-2F067,1991-08-14_F_2F067
1991-08-14_F_2F068,1991-08-14 00:00:00,2F068,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-14-2F068,1991-08-14_F_2F068
1991-08-15_F_1F005,1991-08-15 00:00:00,1F005,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-15-1F005,1991-08-15_F_1F005
1991-08-15_F_1F137,1991-08-15 00:00:00,1F137,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-15-1F137,1991-08-15_F_1F137
1991-08-15_F_1F138,1991-08-15 00:00:00,1F138,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-15-1F138,1991-08-15_F_1F138
1991-08-19_F_1F001,1991-08-19 00:00:00,1F001,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-19-1F001,1991-08-19_F_1F001
1991-08-19_F_1F133,1991-08-19 00:00:00,1F133,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1991-08-19-1F133,1991-08-19_F_1F133
1992-06-15_F_3F143,1992-06-15 00:00:00,3F143,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-15-3F143,1992-06-15_F_3F143
1992-06-15_F_3F144,1992-06-15 00:00:00,3F144,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-15-3F144,1992-06-15_F_3F144
1992-06-16_F_3F107,1992-06-16 00:00:00,3F107,FISH,<Fish>,QUAL,,2001-06-05 17:54:16,,,,1992-06-16-3F107,1992-06-16_F_3F107
1992-06-17_F_3F107,1992-06-17 00:00:00,3F107,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-17-3F107,1992-06-17_F_3F107
1992-06-17_F_3F108,1992-06-17 00:00:00,3F108,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-17-3F108,1992-06-17_F_3F108
1992-06-17_F_3F109,1992-06-17 00:00:00,3F109,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-17-3F109,1992-06-17_F_3F109
1992-06-17_F_3F123,1992-06-17 00:00:00,3F123,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-17-3F123,1992-06-17_F_3F123
1992-06-18_F_3F124,1992-06-18 00:00:00,3F124,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-18-3F124,1992-06-18_F_3F124
1992-06-18_F_3F125,1992-06-18 00:00:00,3F125,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-18-3F125,1992-06-18_F_3F125
1992-06-23_F_3F024,1992-06-23 00:00:00,3F024,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-23-3F024,1992-06-23_F_3F024
1992-06-23_F_3F025,1992-06-23 00:00:00,3F025,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-23-3F025,1992-06-23_F_3F025
1992-06-23_F_3F026,1992-06-23 00:00:00,3F026,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-23-3F026,1992-06-23_F_3F026
1992-06-24_F_3F104,1992-06-24 00:00:00,3F104,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-24-3F104,1992-06-24_F_3F104
1992-06-24_F_3F105,1992-06-24 00:00:00,3F105,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-24-3F105,1992-06-24_F_3F105
1992-06-24_F_3F106,1992-06-24 00:00:00,3F106,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-24-3F106,1992-06-24_F_3F106
1992-06-25_F_3F099,1992-06-25 00:00:00,3F099,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-25-3F099,1992-06-25_F_3F099
1992-06-25_F_3F102,1992-06-25 00:00:00,3F102,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-25-3F102,1992-06-25_F_3F102
1992-06-25_F_3F103,1992-06-25 00:00:00,3F103,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-25-3F103,1992-06-25_F_3F103
1992-06-29_F_3F021,1992-06-29 00:00:00,3F021,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-29-3F021,1992-06-29_F_3F021
1992-06-29_F_3F097,1992-06-29 00:00:00,3F097,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-29-3F097,1992-06-29_F_3F097
1992-06-30_F_3F022,1992-06-30 00:00:00,3F022,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-30-3F022,1992-06-30_F_3F022
1992-06-30_F_3F023,1992-06-30 00:00:00,3F023,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-30-3F023,1992-06-30_F_3F023
1992-06-30_F_3F101,1992-06-30 00:00:00,3F101,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-06-30-3F101,1992-06-30_F_3F101
1992-07-01_F_2F029,1992-07-01 00:00:00,2F029,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-01-2F029,1992-07-01_F_2F029
1992-07-01_F_2F129,1992-07-01 00:00:00,2F129,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-01-2F129,1992-07-01_F_2F129
1992-07-01_F_2F130,1992-07-01 00:00:00,2F130,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-01-2F130,1992-07-01_F_2F130
1992-07-06_F_2F113_1,1992-07-06 00:00:00,2F113_1,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-06-2F113_1,1992-07-06_F_2F113_1
1992-07-06_F_2F114,1992-07-06 00:00:00,2F114,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-06-2F114,1992-07-06_F_2F114
1992-07-06_F_2F115,1992-07-06 00:00:00,2F115,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-06-2F115,1992-07-06_F_2F115
1992-07-07_F_2F110,1992-07-07 00:00:00,2F110,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-07-2F110,1992-07-07_F_2F110
1992-07-07_F_2F111,1992-07-07 00:00:00,2F111,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-07-2F111,1992-07-07_F_2F111
1992-07-07_F_2F112,1992-07-07 00:00:00,2F112,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-07-2F112,1992-07-07_F_2F112
1992-07-08_F_2F119,1992-07-08 00:00:00,2F119,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-08-2F119,1992-07-08_F_2F119
1992-07-08_F_2F120,1992-07-08 00:00:00,2F120,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-08-2F120,1992-07-08_F_2F120
1992-07-08_F_2F121,1992-07-08 00:00:00,2F121,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-08-2F121,1992-07-08_F_2F121
1992-07-09_F_2F131,1992-07-09 00:00:00,2F131,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-09-2F131,1992-07-09_F_2F131
1992-07-13_F_2F053,1992-07-13 00:00:00,2F053,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-13-2F053,1992-07-13_F_2F053
1992-07-13_F_2F090,1992-07-13 00:00:00,2F090,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-13-2F090,1992-07-13_F_2F090
1992-07-13_F_2F139,1992-07-13 00:00:00,2F139,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-13-2F139,1992-07-13_F_2F139
1992-07-14_F_2F094,1992-07-14 00:00:00,2F094,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-14-2F094,1992-07-14_F_2F094
1992-07-14_F_2F095,1992-07-14 00:00:00,2F095,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-14-2F095,1992-07-14_F_2F095
1992-07-14_F_2F096,1992-07-14 00:00:00,2F096,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-14-2F096,1992-07-14_F_2F096
1992-07-15_F_2F052,1992-07-15 00:00:00,2F052,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-15-2F052,1992-07-15_F_2F052
1992-07-15_F_2F071,1992-07-15 00:00:00,2F071,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-15-2F071,1992-07-15_F_2F071
1992-07-15_F_2F089,1992-07-15 00:00:00,2F089,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-15-2F089,1992-07-15_F_2F089
1992-07-16_F_1F116,1992-07-16 00:00:00,1F116,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-16-1F116,1992-07-16_F_1F116
1992-07-16_F_1F117,1992-07-16 00:00:00,1F117,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-16-1F117,1992-07-16_F_1F117
1992-07-16_F_1F118,1992-07-16 00:00:00,1F118,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-16-1F118,1992-07-16_F_1F118
1992-07-20_F_1F006,1992-07-20 00:00:00,1F006,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-20-1F006,1992-07-20_F_1F006
1992-07-20_F_1F007,1992-07-20 00:00:00,1F007,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-20-1F007,1992-07-20_F_1F007
1992-07-20_F_1F008,1992-07-20 00:00:00,1F008,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-20-1F008,1992-07-20_F_1F008
1992-07-21_F_1F001,1992-07-21 00:00:00,1F001,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-21-1F001,1992-07-21_F_1F001
1992-07-21_F_1F133,1992-07-21 00:00:00,1F133,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-21-1F133,1992-07-21_F_1F133
1992-07-22_F_1F132,1992-07-22 00:00:00,1F132,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1992-07-22-1F132,1992-07-22_F_1F132
1993-06-22_F_3F046,1993-06-22 00:00:00,3F046,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1993-06-22-3F046,1993-06-22_F_3F046
1993-06-22_F_3F084,1993-06-22 00:00:00,3F084,FISH,<Fish>,QUAL,,2001-06-05 17:51:02,,,,1993-06-22-3F084,1993-06-22_F_3F084
